id	course	module	instance	section	idnumber	added	score	indent	visible	visibleoncoursepage	visibleold	groupmode	groupingid	completion	completiongradeitemnumber	completionview	completionexpected	showdescription	availability	deletioninprogress
42	35	9	34	167	NULL	1641682724	0	0	1	1	1	0	0	0	NULL	0	0	0	NULL	1
43	35	11	6	167		1641683049	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
44	33	11	7	157		1641683320	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
45	31	11	8	147		1641683515	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
46	29	11	9	139		1642616033	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
47	29	21	1	139		1643793208	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
48	16	11	10	72		1643970459	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
49	16	17	1	72		1643970524	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
50	16	24	4	74		1643971367	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
51	16	24	5	74		1643971520	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
52	16	24	6	74		1643971620	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
53	16	24	7	74		1643971689	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
54	16	24	8	74		1643971786	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
55	16	24	9	74		1643971853	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
56	16	24	10	74		1643971934	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
57	16	24	11	74		1643971983	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
58	16	24	12	74		1643972060	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
59	16	24	13	74		1643972191	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
60	16	24	14	74		1643972262	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
61	16	24	15	74		1643972358	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
62	16	24	16	74		1643972401	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
63	16	24	17	74		1643972441	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
64	16	24	18	74		1643972502	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
65	16	24	19	74		1643972576	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
66	16	11	11	74		1644041023	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
67	16	11	12	74		1644041076	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
68	16	11	13	74		1644041121	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
69	16	11	14	74		1644041192	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
70	16	11	15	74		1644041271	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
71	16	11	16	74		1644041349	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
72	16	11	17	74		1644041452	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
73	16	11	18	74		1644041546	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
74	16	11	19	74		1644041620	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
75	16	11	20	74		1644041684	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
76	16	11	21	74		1644041741	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
77	16	11	22	74		1644041820	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
78	16	11	23	74		1644041882	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
79	16	11	24	74		1644041941	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
80	16	11	25	74		1644042087	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
81	16	11	26	74		1644042149	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
82	16	11	27	74		1644042227	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
83	16	11	28	74		1644042267	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
84	16	24	20	75		1644042795	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
85	16	11	29	75		1644042984	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
86	16	11	30	75		1644043031	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
87	16	24	21	75		1644043134	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
88	16	11	31	75		1644043194	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
89	16	11	32	75		1644043291	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
90	16	24	22	75		1644043411	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
91	16	11	33	75		1644043493	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
92	16	11	34	75		1644043557	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
93	16	11	35	75		1644043723	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
94	16	24	23	75		1644043770	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
95	16	11	36	75		1644043845	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
96	16	24	24	75		1644044367	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
97	16	11	37	75		1644045939	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
98	16	11	38	75		1644046003	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
99	16	24	25	75		1644054410	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
100	16	11	39	75		1644055177	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
101	16	11	40	75		1644055232	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
102	16	24	26	75		1644055314	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
103	16	11	41	75		1644055446	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
104	16	11	42	75		1644055520	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
105	16	24	27	75		1644055613	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
106	16	11	43	75		1644055665	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
107	16	11	44	75		1644055710	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
108	16	24	28	75		1644055788	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
109	16	11	45	75		1644056047	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
110	16	24	29	75		1644056268	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
111	16	11	46	75		1644061869	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
112	16	24	30	75		1644061936	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
113	16	24	31	75		1644062003	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
114	16	11	47	75		1644062052	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
115	16	24	32	75		1644062146	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
116	16	24	33	75		1644062215	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
117	16	11	48	75		1644062279	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
118	16	24	34	75		1644062340	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
119	16	11	49	75		1644062385	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
120	16	24	35	75		1644062588	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
121	16	24	36	75		1644062676	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
122	16	24	37	75		1644062759	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
123	16	24	38	75		1644062846	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
124	16	24	39	75		1644062916	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
125	16	24	40	75		1644063008	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
126	16	24	41	75		1644063133	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
127	16	24	42	75		1644063202	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
128	16	24	43	75		1644063244	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
129	16	24	44	75		1644063349	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
130	16	17	2	72		1644317709	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
131	19	18	1	89		1644391296	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
132	19	18	2	90		1644392023	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
133	28	18	3	134		1644392481	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
134	28	18	4	135		1644392709	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
135	27	18	5	129		1644393313	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
136	27	18	6	130		1644393450	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
137	26	18	7	124		1644393905	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
138	26	18	8	125		1644393982	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
139	25	18	9	119		1644394248	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
140	25	18	10	120		1644394519	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
141	24	18	11	114		1644394930	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
142	24	18	12	115		1644395078	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
143	23	18	13	109		1644395259	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
144	23	18	14	110		1644395399	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
145	22	18	15	104		1644395849	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
146	22	18	16	105		1644395971	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
147	21	18	17	99		1644396189	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
148	21	18	18	100		1644396285	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
149	20	18	19	94		1644396632	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
150	20	18	20	95		1644396743	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
151	20	18	21	92		1644399385	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
152	20	18	22	92		1644399664	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
153	28	18	23	132		1644399749	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
154	28	18	24	132		1644399811	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
155	27	18	25	127		1644399912	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
156	27	18	26	127		1644399961	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
157	26	18	27	122		1644400274	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
158	26	18	28	122		1644400328	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
159	25	18	29	117		1644400423	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
160	25	18	30	117		1644400474	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
161	24	18	31	112		1644402135	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
162	24	18	32	112		1644402340	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
163	23	18	33	107		1644402453	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
164	23	18	34	107		1644402519	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
165	22	18	35	102		1644402716	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
166	22	18	36	102		1644402835	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
167	21	18	37	97		1644402985	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
168	21	18	38	97		1644403036	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
169	19	18	39	87		1644403188	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
170	19	18	40	87		1644403678	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
171	17	18	41	77		1644403887	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
172	17	18	42	77		1644403930	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
173	15	11	50	68		1644482616	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
174	36	9	35	186	NULL	1644490631	0	0	1	1	1	0	0	0	NULL	0	0	0	NULL	0
175	37	9	36	191	NULL	1644491849	0	0	1	1	1	0	0	0	NULL	0	0	0	NULL	0
176	38	9	37	196	NULL	1644491973	0	0	1	1	1	0	0	0	NULL	0	0	0	NULL	0
177	39	9	38	201	NULL	1644494116	0	0	1	1	1	0	0	0	NULL	0	0	0	NULL	0
178	40	9	39	206	NULL	1644494339	0	0	1	1	1	0	0	0	NULL	0	0	0	NULL	0
179	41	9	40	211	NULL	1644494459	0	0	1	1	1	0	0	0	NULL	0	0	0	NULL	0
180	42	9	41	216	NULL	1644495241	0	0	1	1	1	0	0	0	NULL	0	0	0	NULL	0
181	43	9	42	221	NULL	1644495536	0	0	1	1	1	0	0	0	NULL	0	0	0	NULL	0
182	44	9	43	226	NULL	1644495641	0	0	1	1	1	0	0	0	NULL	0	0	0	NULL	0
183	45	9	44	231	NULL	1644496813	0	0	1	1	1	0	0	0	NULL	0	0	0	NULL	0
184	46	9	45	236	NULL	1644496922	0	0	1	1	1	0	0	0	NULL	0	0	0	NULL	0
185	47	9	46	241	NULL	1644496968	0	0	1	1	1	0	0	0	NULL	0	0	0	NULL	0
188	48	9	47	246	NULL	1644922641	0	0	1	1	1	0	0	0	NULL	0	0	0	NULL	0
189	48	11	53	247		1644922890	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
190	17	18	43	79		1644923825	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
191	17	18	44	80		1644923888	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
192	48	17	3	247		1644924821	0	0	0	1	0	2	0	1	NULL	0	0	0	NULL	0
193	15	17	4	68		1644925572	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
194	16	24	45	75		1646389829	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
195	16	24	46	75		1646389909	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
196	49	9	48	251	NULL	1646461406	0	0	1	1	1	0	0	0	NULL	0	0	0	NULL	0
197	50	9	49	256	NULL	1646461486	0	0	1	1	1	0	0	0	NULL	0	0	0	NULL	0
198	51	9	50	261	NULL	1646463640	0	0	1	1	1	0	0	0	NULL	0	0	0	NULL	0
199	52	9	51	266	NULL	1646463708	0	0	1	1	1	0	0	0	NULL	0	0	0	NULL	0
200	53	9	52	271	NULL	1646463768	0	0	1	1	1	0	0	0	NULL	0	0	0	NULL	0
201	54	9	53	276	NULL	1646464329	0	0	1	1	1	0	0	0	NULL	0	0	0	NULL	0
202	55	9	54	281	NULL	1646464685	0	0	1	1	1	0	0	0	NULL	0	0	0	NULL	0
203	56	9	55	286	NULL	1646464805	0	0	1	1	1	0	0	0	NULL	0	0	0	NULL	0
204	57	9	56	291	NULL	1646465159	0	0	1	1	1	0	0	0	NULL	0	0	0	NULL	0
205	58	9	57	296	NULL	1646472868	0	0	1	1	1	0	0	0	NULL	0	0	0	NULL	0
206	59	9	58	301	NULL	1646472994	0	0	1	1	1	0	0	0	NULL	0	0	0	NULL	0
207	60	9	59	306	NULL	1646478954	0	0	1	1	1	0	0	0	NULL	0	0	0	NULL	0
208	61	9	60	311	NULL	1646478997	0	0	1	1	1	0	0	0	NULL	0	0	0	NULL	0
209	62	9	61	316	NULL	1646908170	0	0	1	1	1	0	0	0	NULL	0	0	0	NULL	0
210	63	9	62	321	NULL	1646908319	0	0	1	1	1	0	0	0	NULL	0	0	0	NULL	0
211	64	9	63	326	NULL	1646908773	0	0	1	1	1	0	0	0	NULL	0	0	0	NULL	0
212	65	9	64	331	NULL	1646908894	0	0	1	1	1	0	0	0	NULL	0	0	0	NULL	0
213	66	9	65	336	NULL	1646909002	0	0	1	1	1	0	0	0	NULL	0	0	0	NULL	0
214	67	9	66	341	NULL	1646909078	0	0	1	1	1	0	0	0	NULL	0	0	0	NULL	0
215	68	9	67	346	NULL	1646909142	0	0	1	1	1	0	0	0	NULL	0	0	0	NULL	0
216	69	9	68	351	NULL	1646909366	0	0	1	1	1	0	0	0	NULL	0	0	0	NULL	0
217	70	9	69	356	NULL	1646909460	0	0	1	1	1	0	0	0	NULL	0	0	0	NULL	0
218	62	18	45	317		1647430671	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
219	62	18	46	318		1647430754	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
220	62	18	47	319		1647430835	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
221	63	18	48	322		1647431140	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
222	63	18	49	323		1647431245	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
223	63	18	50	324		1647431358	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
224	64	18	51	327		1647431822	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
225	64	18	52	328		1647431893	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
226	64	18	53	329		1647432003	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
227	65	18	54	332		1647432329	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
228	65	18	55	333		1647432400	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
229	65	18	56	334		1647432540	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
230	17	24	47	79		1649403703	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
231	17	24	48	79		1649405156	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
232	17	24	49	79		1649405352	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
233	17	24	50	79		1649405434	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
234	17	24	51	79		1649405719	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
235	17	24	52	79		1649405763	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
236	17	24	53	79		1649405818	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
237	66	18	57	338		1653982894	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
238	66	18	58	339		1653983048	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
239	67	18	59	342		1653983336	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
240	67	18	60	343		1653983484	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
241	67	18	61	344		1653983621	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
242	68	18	62	347		1653984184	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
243	68	18	63	348		1653984307	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
244	68	18	64	349		1653984419	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
245	69	18	65	352		1653985094	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
246	69	18	66	353		1653985209	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
247	69	18	67	354		1653985332	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
248	71	9	70	361	NULL	1654859551	0	0	1	1	1	0	0	0	NULL	0	0	0	NULL	0
249	71	11	54	361		1654859673	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
250	71	11	55	363		1654859765	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
251	34	11	56	162		1655131630	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
252	34	11	57	162		1655131714	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
253	34	18	68	164		1655132094	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
254	34	18	69	165		1655132263	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
255	35	11	58	167		1655132528	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
256	35	18	70	169		1655132645	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
257	35	18	71	366		1655133043	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
258	33	18	72	159		1655133604	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
259	33	18	73	160		1655133727	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
260	33	11	59	157		1655134060	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
261	31	18	74	149		1655136766	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
262	31	18	75	150		1655136968	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
263	31	11	60	147		1655140172	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
264	30	18	76	144		1655141137	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
265	30	18	77	145		1655141299	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
266	30	11	61	142		1655141534	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
267	30	11	62	142		1655141648	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
268	32	11	63	152		1655141852	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
269	32	11	64	152		1655141893	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	1
270	32	18	78	154		1655141978	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
271	32	18	79	155		1655142122	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
272	15	17	5	68		1657088474	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
273	15	17	6	68		1657263148	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
274	61	11	65	312		1659691471	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
275	60	11	66	307		1659691864	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
276	72	9	71	369	NULL	1659780567	0	0	1	1	1	0	0	0	NULL	0	0	0	NULL	0
277	72	11	67	370		1659780756	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
278	73	9	72	374	NULL	1659780986	0	0	1	1	1	0	0	0	NULL	0	0	0	NULL	0
279	73	11	68	375		1659781705	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
280	74	9	73	379	NULL	1659860244	0	0	1	1	1	0	0	0	NULL	0	0	0	NULL	0
281	75	9	74	384	NULL	1659860318	0	0	1	1	1	0	0	0	NULL	0	0	0	NULL	0
282	76	9	75	389	NULL	1659861254	0	0	1	1	1	0	0	0	NULL	0	0	0	NULL	0
283	77	9	76	394	NULL	1659861306	0	0	1	1	1	0	0	0	NULL	0	0	0	NULL	0
284	78	9	77	399	NULL	1659861444	0	0	1	1	1	0	0	0	NULL	0	0	0	NULL	0
285	79	9	78	404	NULL	1659861518	0	0	1	1	1	0	0	0	NULL	0	0	0	NULL	0
286	80	9	79	409	NULL	1659863278	0	0	1	1	1	0	0	0	NULL	0	0	0	NULL	0
287	81	9	80	414	NULL	1659863380	0	0	1	1	1	0	0	0	NULL	0	0	0	NULL	0
288	82	9	81	419	NULL	1659863529	0	0	1	1	1	0	0	0	NULL	0	0	0	NULL	0
289	83	9	82	424	NULL	1659863610	0	0	1	1	1	0	0	0	NULL	0	0	0	NULL	0
290	84	9	83	429	NULL	1659864670	0	0	1	1	1	0	0	0	NULL	0	0	0	NULL	0
291	85	9	84	434	NULL	1659864723	0	0	1	1	1	0	0	0	NULL	0	0	0	NULL	0
292	75	11	69	385		1659865720	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
293	74	11	70	380		1659865862	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
294	76	11	71	390		1659866014	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
295	77	11	72	395		1659866171	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
296	78	11	73	400		1659866318	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
297	79	11	74	405		1659866453	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
298	81	11	75	415		1659867686	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
299	80	11	76	410		1659867822	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
300	83	11	77	425		1659867958	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
301	82	11	78	420		1659868125	0	0	1	1	1	0	0	1	NULL	0	0	0	NULL	0
